WKT,name,description
"POLYGON ((110.0026871 -7.8865674, 110.0391639 -7.9028851, 110.0539267 -7.9074759, 110.0782181 -7.9178531, 110.1619889 -7.9613772, 110.2059342 -7.9872174, 110.3391434 -8.0320939, 110.3707291 -8.0701671, 110.4133011 -8.0837637, 110.4297806 -8.09736, 110.4462601 -8.0987196, 110.5492569 -8.1354269, 110.6028153 -8.1463026, 110.6907059 -8.1884428, 110.7058121 -8.1843649, 110.7044388 -8.2020355, 110.7332779 -8.1925206, 110.7483841 -8.2020355, 110.7978226 -8.1911614, 110.8294083 -8.2101908, 110.8307816 -8.1789276, 110.8197953 -8.1626154, 110.8143021 -8.1435837, 110.8033158 -8.1626154, 110.785463 -8.1571779, 110.7909562 -8.1123153, 110.7717301 -8.0606491, 110.7538773 -8.0293743, 110.7648636 -7.9940172, 110.7703568 -7.9083316, 110.7813431 -7.8729641, 110.7840897 -7.8498376, 110.785463 -7.8253493, 110.77585 -7.811744, 110.7593705 -7.8144651, 110.7593705 -7.8321517, 110.7401444 -7.8090229, 110.7277848 -7.7981383, 110.7126786 -7.7926959, 110.709932 -7.8063018, 110.6975724 -7.8090229, 110.6701065 -7.8035807, 110.676973 -7.7899747, 110.6659867 -7.7872535, 110.6577469 -7.8035807, 110.644014 -7.7981383, 110.6261612 -7.8049412, 110.611055 -7.7954171, 110.6000687 -7.8076624, 110.5794693 -7.8063018, 110.5808426 -7.7926959, 110.5520035 -7.7872535, 110.5437638 -7.7981383, 110.525911 -7.7913353, 110.5108048 -7.773647, 110.4943253 -7.7641222, 110.4668595 -7.6361969, 110.4682328 -7.618502, 110.459993 -7.5953615, 110.459993 -7.5694972, 110.4421402 -7.5422698, 110.4133011 -7.5626905, 110.3858353 -7.6008065, 110.3391434 -7.6293912, 110.299318 -7.655252, 110.2745987 -7.7056079, 110.2649857 -7.6892769, 110.2622391 -7.6416413, 110.2498795 -7.6402802, 110.2416397 -7.655252, 110.2182938 -7.6484467, 110.2031876 -7.6511688, 110.190828 -7.6457245, 110.1661087 -7.6511688, 110.1413895 -7.6457245, 110.1180436 -7.6702233, 110.1372696 -7.6906379, 110.1290299 -7.7001643, 110.1331498 -7.7328249, 110.115297 -7.7654829, 110.1098038 -7.7818109, 110.1001908 -7.7818109, 110.0809647 -7.8022201, 110.0631119 -7.8144651, 110.0521256 -7.841675, 110.0425125 -7.8593604, 110.0452591 -7.8756848, 110.0328995 -7.8960894, 110.0260331 -7.8852071, 110.0026871 -7.8865674))",DIY Yogyakarta,
