WKT,name,description
"POLYGON ((106.7226418 -6.0882438, 106.7054756 -6.0978026, 106.6869362 -6.0971198, 106.6889961 -6.1066784, 106.6972359 -6.1121403, 106.6869362 -6.1278432, 106.6917427 -6.1346704, 106.6869362 -6.1428629, 106.6889961 -6.1735836, 106.7171486 -6.1858714, 106.7171486 -6.1920152, 106.7233284 -6.1920152, 106.7226418 -6.2097635, 106.7185219 -6.2234157, 106.7391212 -6.2254635, 106.747361 -6.2384326, 106.747361 -6.2493538, 106.7528542 -6.2541317, 106.7514809 -6.273243, 106.7617805 -6.2793858, 106.7652138 -6.2889411, 106.7727669 -6.2991787, 106.7748268 -6.3066861, 106.78032 -6.3203357, 106.7885597 -6.3148759, 106.8077858 -6.3155584, 106.8036659 -6.3285253, 106.7995461 -6.3408095, 106.7940529 -6.3476339, 106.7933662 -6.3626473, 106.8091591 -6.3646945, 106.8139656 -6.3565055, 106.8352516 -6.3558231, 106.8407448 -6.3421744, 106.8496712 -6.3367148, 106.8551643 -6.346269, 106.8634041 -6.3585528, 106.8716438 -6.3537758, 106.88675 -6.3728834, 106.8929298 -6.3681066, 106.9018562 -6.3715186, 106.9059761 -6.3626473, 106.9142159 -6.3646945, 106.9210823 -6.3298903, 106.9203957 -6.3169234, 106.921769 -6.2984962, 106.9128426 -6.2984962, 106.9087227 -6.2739256, 106.9039162 -6.2623224, 106.9094093 -6.2575445, 106.9169624 -6.2582271, 106.9169624 -6.2493538, 106.9238289 -6.2548143, 106.9458015 -6.2548143, 106.9416817 -6.2391152, 106.9533546 -6.2165897, 106.9636543 -6.2118114, 106.9670876 -6.1940631, 106.973954 -6.1817755, 106.9712074 -6.1490072, 106.9718941 -6.1387666, 106.9705208 -6.1264777, 106.9684608 -6.1032646, 106.9657143 -6.0930232, 106.952668 -6.0984853, 106.9423683 -6.0991681, 106.9334419 -6.096437, 106.9107826 -6.1005336, 106.8764503 -6.0957543, 106.8764503 -6.1046301, 106.8592842 -6.115554, 106.8489845 -6.1210159, 106.8270119 -6.1216987, 106.8276985 -6.115554, 106.8160255 -6.115554, 106.8105324 -6.1216987, 106.8043526 -6.1107749, 106.8043526 -6.0971198, 106.7892464 -6.0943888, 106.789933 -6.1073611, 106.7762001 -6.1053129, 106.7645271 -6.1025819, 106.7576607 -6.1025819, 106.747361 -6.1005336, 106.7404945 -6.1032646, 106.7226418 -6.0882438))",DKI Jakarta,
